,movie_id,country_id,last_update
169,125,44,20210827
170,126,124,20210827
171,127,44,20210827
172,128,44,20210827
173,129,44,20210827
174,130,44,20210827
175,131,44,20210827
176,132,44,20210827
177,133,44,20210827
178,134,44,20210827
179,135,44,20210827
180,136,44,20210827
181,137,44,20210827
182,138,44,20210827
183,139,44,20210827
184,140,124,20210827
185,141,44,20210827
186,142,44,20210827
187,143,44,20210827
188,144,124,20210825
189,145,117,20210825
190,146,117,20210825
191,146,116,20210825
192,147,117,20210825
193,148,124,20210825
194,149,117,20210825
195,150,116,20210824
196,151,124,20210824
197,152,124,20210823
198,153,124,20210823
199,154,124,20210823
200,155,124,20210823
201,156,124,20210823
202,157,124,20210820
203,158,124,20210820
204,159,117,20210820
205,160,124,20210820
206,161,124,20210819
207,162,117,20210819
208,163,124,20210818
209,164,44,20210818
210,165,124,20210818
211,166,124,20210818
212,167,124,20210818
213,168,124,20210818
214,169,44,20210818
215,169,74,20210818
216,170,124,20210818
217,171,124,20210818
218,172,117,20210816
219,173,7,20210815
220,173,117,20210815
221,173,76,20210815
222,173,34,20210815
223,174,124,20210815
224,175,50,20210813
225,175,14,20210813
226,175,39,20210813
227,176,23,20210812
228,177,52,20210812
229,177,117,20210812
230,178,78,20210811
231,179,67,20210811
232,180,116,20210811
233,180,11,20210811
234,181,116,20210811
235,181,117,20210811
236,182,116,20210811
237,182,7,20210811
238,182,106,20210811
239,183,117,20210810
240,184,116,20210808
241,185,99,20210808
242,186,124,20210807
243,187,117,20210807
244,188,78,20210806
245,189,34,20210806
246,190,19,20210806
247,190,117,20210806
248,191,44,20210805
249,192,14,20210805
250,193,5,20210805
251,194,116,20210805
252,195,5,20210805
253,195,102,20210805
254,196,78,20210804
255,197,117,20210804
256,198,117,20210804
257,199,117,20210803
258,200,78,20210803
259,200,117,20210803
260,201,117,20210803
261,202,124,20210803
262,203,117,20210801
263,204,117,20210801
264,205,117,20210801
265,205,116,20210801
266,206,117,20210801
267,206,15,20210801
268,207,19,20210801
269,207,117,20210801
270,208,19,20210801
271,208,117,20210801
272,209,67,20210801
273,209,117,20210801
274,210,117,20210801
275,211,117,20210801
276,212,117,20210801
277,213,117,20210801
278,213,19,20210801
279,214,124,20210801
280,215,116,20210801
281,215,117,20210801
282,216,117,20210801
283,217,117,20210801
284,218,117,20210801
285,219,117,20210801
286,220,117,20210801
287,220,19,20210801
288,221,117,20210801
289,222,117,20210801
290,222,102,20210801
291,222,116,20210801
292,223,116,20210801
293,223,117,20210801
294,224,117,20210801
295,225,117,20210801
296,226,117,20210801
297,226,37,20210801
298,227,117,20210801
299,227,22,20210801
300,228,117,20210801
301,229,117,20210801
302,230,117,20210801
303,231,117,20210801
304,231,34,20210801
305,232,117,20210801
306,232,102,20210801
307,232,34,20210801
308,232,116,20210801
309,233,117,20210801
310,234,117,20210801
311,235,117,20210801
312,236,124,20210731
313,237,124,20210731
314,238,34,20210730
315,238,124,20210730
316,238,3,20210730
317,239,124,20210730
318,240,124,20210730
319,241,124,20210730
320,242,124,20210730
321,243,78,20210729
322,244,124,20210729
323,245,86,20210728
324,246,117,20210728
325,247,44,20210727
326,248,124,20210727
327,249,124,20210727
328,250,37,20210727
329,250,34,20210727
330,250,116,20210727
331,250,49,20210727
332,250,117,20210727
333,251,117,20210724
334,252,7,20210723
335,253,124,20210723
336,254,124,20210723
337,255,124,20210723
338,256,124,20210723
339,257,116,20210723
340,258,124,20210722
341,259,124,20210722
342,260,124,20210722
343,261,124,20210722
344,262,124,20210722
345,263,124,20210722
346,264,44,20210722
347,265,124,20210722
348,266,124,20210722
349,267,124,20210722
350,268,124,20210722
351,269,44,20210722
352,270,124,20210722
353,271,124,20210722
354,272,124,20210722
355,273,124,20210722
356,274,124,20210722
357,275,124,20210722
358,276,124,20210722
359,277,124,20210722
360,278,124,20210722
361,279,76,20210722
362,280,124,20210722
363,281,124,20210722
364,282,78,20210721
365,283,124,20210721
366,284,117,20210720
367,285,92,20210719
368,286,117,20210717
369,287,124,20210716
370,288,110,20210716
371,289,124,20210716
372,290,124,20210716
373,291,117,20210716
374,292,117,20210716
375,293,117,20210716
376,294,117,20210716
377,295,117,20210716
378,296,117,20210716
379,297,117,20210716
380,298,45,20210715
381,299,124,20210715
382,300,124,20210715
383,301,37,20210715
384,301,31,20210715
385,301,27,20210715
386,302,124,20210715
387,303,19,20210715
388,303,117,20210715
389,304,124,20210715
390,305,117,20210715
391,306,50,20210714
392,307,124,20210714
393,308,124,20210714
394,309,124,20210714
395,310,117,20210713
396,310,19,20210713
397,311,124,20210713
398,312,124,20210713
399,313,117,20210712
400,314,117,20210710
401,314,106,20210710
402,315,124,20210710
403,316,124,20210710
404,317,124,20210709
405,318,124,20210709
406,319,124,20210709
407,320,124,20210709
408,321,124,20210709
409,322,124,20210709
410,323,117,20210709
411,323,41,20210709
412,323,19,20210709
413,324,57,20210708
414,324,117,20210708
415,325,117,20210708
416,326,117,20210708
417,327,117,20210708
418,328,124,20210707
419,329,102,20210707
420,329,34,20210707
421,329,117,20210707
422,329,19,20210707
423,330,124,20210707
424,331,124,20210707
425,332,124,20210707
426,333,78,20210707
427,334,124,20210707
428,335,7,20210707
429,336,124,20210707
430,337,34,20210706
431,337,95,20210706
432,337,75,20210706
433,338,44,20210706
434,339,44,20210706
435,340,31,20210706
436,341,64,20210706
437,342,45,20210706
438,343,44,20210706
439,344,44,20210706
440,345,124,20210702
441,346,44,20210702
442,347,124,20210702
443,348,78,20210702
444,349,100,20210702
445,349,26,20210702
446,350,100,20210702
447,351,7,20210702
448,351,117,20210702
449,352,117,20210701
450,353,37,20210701
451,353,117,20210701
452,354,124,20210701
453,355,117,20210701
454,356,117,20210701
455,357,117,20210701
456,358,117,20210701
457,359,37,20210701
458,359,117,20210701
459,360,117,20210701
460,361,117,20210701
461,362,121,20210701
462,363,124,20210701
463,364,11,20210701
464,364,116,20210701
465,365,22,20210701
466,365,117,20210701
467,366,22,20210701
468,366,117,20210701
469,367,117,20210701
470,368,116,20210701
471,368,7,20210701
472,368,117,20210701
473,369,52,20210701
474,369,117,20210701
475,369,34,20210701
476,370,117,20210701
477,371,124,20210701
478,372,117,20210701
479,373,117,20210701
480,374,117,20210701
481,374,116,20210701
482,375,117,20210701
483,376,116,20210701
484,376,117,20210701
485,377,124,20210701
486,378,116,20210701
487,379,117,20210701
488,380,117,20210701
489,381,117,20210701
490,382,117,20210701
491,382,37,20210701
492,383,117,20210701
493,383,37,20210701
494,384,117,20210701
495,385,117,20210701
496,386,116,20210701
497,386,117,20210701
498,387,117,20210701
499,388,117,20210701
500,389,117,20210701
501,390,117,20210701
502,391,117,20210701
503,392,102,20210701
504,392,37,20210701
505,392,116,20210701
506,392,117,20210701
507,393,117,20210701
508,394,34,20210701
509,394,50,20210701
510,394,116,20210701
511,394,117,20210701
512,395,117,20210701
513,396,37,20210701
514,396,117,20210701
515,396,19,20210701
516,397,117,20210701
517,397,34,20210701
518,397,50,20210701
519,397,116,20210701
520,398,116,20210701
521,398,42,20210701
522,398,117,20210701
523,398,37,20210701
524,399,117,20210701
525,399,19,20210701
526,400,76,20210701
527,400,117,20210701
528,401,78,20210701
529,402,117,20210701
530,402,76,20210701
531,403,117,20210701
532,404,124,20210701
533,405,117,20210630
534,406,124,20210630
535,407,117,20210630
536,408,124,20210630
537,409,124,20210630
538,410,124,20210628
539,411,117,20210628
540,412,124,20210628
541,413,124,20210626
542,414,34,20210626
543,415,59,20210625
544,416,19,20210625
545,416,117,20210625
546,417,124,20210624
547,418,117,20210624
548,419,124,20210623
549,420,124,20210623
550,421,124,20210623
551,422,124,20210622
552,423,14,20210622
553,424,78,20210622
554,425,124,20210622
555,426,89,20210621
556,427,89,20210621
557,428,89,20210621
558,429,124,20210619
559,430,124,20210619
560,431,124,20210619
561,432,124,20210618
562,433,117,20210618
563,434,124,20210618
564,435,78,20210618
565,436,124,20210618
566,437,124,20210618
567,438,124,20210617
568,439,107,20210617
569,439,59,20210617
570,440,124,20210617
571,441,85,20210617
572,442,19,20210617
573,443,117,20210617
574,444,124,20210616
575,445,37,20210616
576,446,117,20210616
577,447,50,20210616
578,448,124,20210616
579,449,117,20210615
580,450,124,20210615
581,451,117,20210615
582,452,117,20210615
583,453,117,20210615
584,454,116,20210615
585,454,117,20210615
586,455,117,20210613
587,456,117,20210613
588,457,124,20210612
589,458,124,20210612
590,459,124,20210612
591,460,44,20210611
592,461,117,20210611
593,461,44,20210611
594,462,124,20210611
595,463,22,20210611
596,463,19,20210611
597,463,117,20210611
598,464,117,20210610
599,465,115,20210610
600,465,59,20210610
601,466,121,20210610
602,467,117,20210610
603,467,19,20210610
604,467,27,20210610
605,468,115,20210610
606,469,117,20210609
607,470,78,20210609
608,471,23,20210609
609,471,67,20210609
610,471,34,20210609
611,472,116,20210607
612,472,117,20210607
613,473,117,20210605
614,473,116,20210605
615,474,75,20210605
616,475,78,20210605
617,476,117,20210604
618,477,124,20210604
619,478,124,20210604
620,479,100,20210604
621,480,99,20210604
622,481,102,20210604
623,482,67,20210603
624,483,105,20210603
625,484,5,20210603
626,485,115,20210603
627,486,85,20210603
628,487,117,20210602
629,488,117,20210602
630,489,117,20210602
631,490,117,20210602
632,491,117,20210602
633,492,124,20210602
634,493,19,20210602
635,493,117,20210602
636,494,14,20210602
637,495,117,20210602
638,495,19,20210602
639,496,117,20210602
640,497,117,20210602
641,498,117,20210602
642,499,117,20210602
643,500,117,20210602
644,501,117,20210602
645,502,117,20210602
646,503,78,20210602
647,504,117,20210602
648,505,117,20210602
649,506,117,20210602
650,507,117,20210602
651,508,117,20210602
652,509,117,20210602
653,510,34,20210602
654,510,117,20210602
655,510,37,20210602
656,511,19,20210602
657,511,117,20210602
658,512,124,20210602
659,513,124,20210602
660,514,117,20210602
661,514,15,20210602
662,515,117,20210602
663,516,117,20210602
664,517,124,20210602
665,518,117,20210602
666,519,117,20210602
667,520,124,20210602
668,521,116,20210602
669,521,117,20210602
670,521,34,20210602
671,521,37,20210602
672,522,117,20210602
673,523,117,20210602
674,524,117,20210602
675,525,116,20210602
676,526,117,20210602
677,527,117,20210602
678,528,117,20210602
679,529,117,20210530
680,530,124,20210529
681,531,117,20210528
682,532,124,20210528
683,533,117,20210527
684,534,110,20210527
685,535,5,20210527
686,536,88,20210527
687,536,34,20210527
688,536,107,20210527
689,536,59,20210527
690,537,50,20210526
691,538,124,20210526
692,539,124,20210526
693,540,124,20210525
694,541,117,20210525
695,542,124,20210522
696,543,44,20210521
697,544,124,20210521
698,545,124,20210521
699,546,117,20210521
700,547,124,20210521
701,548,124,20210521
702,549,124,20210520
703,550,31,20210520
704,551,7,20210520
705,552,124,20210520
706,553,117,20210520
707,554,124,20210520
708,555,117,20210519
709,556,117,20210519
710,557,117,20210519
711,558,117,20210518
712,559,44,20210518
713,560,117,20210516
714,561,44,20210515
715,562,124,20210515
716,563,44,20210514
717,564,11,20210514
718,564,75,20210514
719,565,99,20210514
720,566,66,20210514
721,567,99,20210514
722,567,19,20210514
723,568,8,20210514
724,569,124,20210514
725,570,117,20210514
726,571,116,20210513
727,572,44,20210513
728,573,124,20210513
729,574,67,20210512
730,574,14,20210512
731,575,34,20210512
732,575,117,20210512
733,576,124,20210511
734,577,102,20210511
735,578,117,20210510
736,579,44,20210509
737,580,117,20210508
738,581,22,20210508
739,582,112,20210507
740,583,117,20210507
741,584,44,20210507
742,585,117,20210507
743,586,124,20210507
744,587,44,20210507
745,588,116,20210507
746,588,117,20210507
747,589,34,20210506
748,589,37,20210506
749,590,117,20210506
750,591,117,20210505
751,592,117,20210504
752,593,117,20210501
753,594,117,20210501
754,595,117,20210501
755,596,124,20210501
756,597,117,20210501
757,598,117,20210501
758,599,102,20210501
759,599,117,20210501
760,599,34,20210501
761,599,116,20210501
762,600,116,20210501
763,600,117,20210501
764,601,117,20210501
765,601,19,20210501
766,601,116,20210501
767,602,117,20210501
768,603,124,20210501
769,604,124,20210501
770,605,124,20210501
771,606,124,20210501
772,607,124,20210501
773,608,7,20210501
774,608,117,20210501
775,609,117,20210501
776,610,22,20210501
777,611,116,20210501
778,612,34,20210501
779,612,117,20210501
780,613,116,20210501
781,613,34,20210501
782,613,117,20210501
783,614,117,20210501
784,615,90,20210501
785,615,117,20210501
786,616,76,20210501
787,616,117,20210501
788,616,116,20210501
789,617,117,20210501
790,618,117,20210501
791,619,117,20210501
792,620,19,20210501
793,621,117,20210501
794,621,34,20210501
795,622,117,20210501
796,623,124,20210430
797,624,44,20210430
798,625,124,20210430
799,626,117,20210430
800,626,116,20210430
801,627,124,20210429
802,628,14,20210428
803,629,117,20210427
804,630,117,20210427
805,631,102,20210427
806,632,44,20210427
807,633,44,20210424
808,634,117,20210424
809,635,112,20210423
810,636,112,20210423
811,637,112,20210423
812,638,112,20210423
813,639,112,20210423
814,640,112,20210423
815,641,112,20210423
816,642,102,20210423
817,643,112,20210423
818,644,112,20210423
819,645,112,20210423
820,646,124,20210423
821,647,112,20210423
822,648,112,20210423
823,649,31,20210423
824,650,124,20210423
825,651,78,20210423
826,652,112,20210423
827,653,52,20210422
828,654,44,20210422
829,655,37,20210422
830,655,117,20210422
831,656,124,20210422
832,657,117,20210421
833,657,19,20210421
834,657,78,20210421
835,658,67,20210421
836,659,124,20210420
837,660,124,20210420
838,661,124,20210420
839,662,124,20210420
840,663,124,20210420
841,664,124,20210420
842,665,117,20210419
843,666,19,20210419
844,666,34,20210419
845,666,116,20210419
846,666,117,20210419
847,667,117,20210417
848,668,44,20210417
849,669,44,20210417
850,670,44,20210417
851,671,116,20210417
852,671,44,20210417
853,672,44,20210417
854,673,44,20210417
855,674,44,20210417
856,675,44,20210416
857,676,117,20210416
858,677,117,20210416
859,678,19,20210416
860,678,117,20210416
861,678,67,20210416
862,679,124,20210416
863,680,117,20210416
864,681,85,20210416
865,682,37,20210416
866,683,116,20210416
867,683,37,20210416
868,683,117,20210416
869,684,117,20210416
870,685,26,20210416
871,685,116,20210416
872,685,117,20210416
873,686,117,20210416
874,687,44,20210416
875,688,117,20210415
876,689,52,20210415
877,690,117,20210415
878,691,52,20210415
879,692,117,20210415
880,693,117,20210415
881,694,124,20210415
882,695,117,20210415
883,696,108,20210414
884,696,22,20210414
885,697,44,20210414
886,698,117,20210414
887,699,124,20210413
888,700,124,20210413
889,701,124,20210413
890,702,124,20210413
891,703,124,20210413
892,704,124,20210413
893,705,124,20210413
894,706,22,20210412
895,707,117,20210410
896,708,100,20210409
897,709,78,20210409
898,710,44,20210409
899,711,117,20210409
900,712,117,20210409
901,713,45,20210408
902,714,124,20210407
903,715,124,20210406
904,716,116,20210405
905,716,117,20210405
906,716,22,20210405
907,717,44,20210405
908,718,18,20210404
909,719,117,20210404
910,720,117,20210403
911,720,19,20210403
912,721,117,20210402
913,722,22,20210402
914,723,117,20210402
915,723,19,20210402
916,724,117,20210402
917,724,116,20210402
918,725,117,20210402
919,726,78,20210402
920,727,44,20210402
921,728,75,20210402
922,729,34,20210402
923,730,116,20210402
924,730,34,20210402
925,730,117,20210402
926,731,117,20210402
927,732,117,20210401
928,733,44,20210401
929,734,44,20210401
930,735,81,20210401
931,735,59,20210401
932,735,27,20210401
933,735,88,20210401
934,736,117,20210401
935,736,19,20210401
936,737,117,20210401
937,737,19,20210401
938,738,117,20210401
939,738,52,20210401
940,739,117,20210401
941,740,44,20210401
942,741,117,20210401
943,742,117,20210401
944,743,117,20210401
945,744,124,20210401
946,745,52,20210401
947,746,124,20210401
948,747,117,20210401
949,748,52,20210401
950,748,117,20210401
951,749,117,20210401
952,750,45,20210401
953,751,31,20210401
954,751,92,20210401
955,752,117,20210401
956,752,34,20210401
957,752,116,20210401
958,752,37,20210401
959,752,86,20210401
960,753,117,20210401
961,754,117,20210401
962,755,44,20210401
963,756,117,20210401
964,757,117,20210401
965,757,116,20210401
966,758,116,20210331
967,758,48,20210331
968,758,106,20210331
969,758,34,20210331
970,758,117,20210331
971,759,116,20210331
972,760,117,20210330
973,761,116,20210330
974,761,22,20210330
975,762,116,20210329
976,762,99,20210329
977,762,34,20210329
978,763,117,20210328
979,764,78,20210328
980,765,117,20210326
981,766,117,20210326
982,767,124,20210326
983,768,34,20210326
984,768,48,20210326
985,768,116,20210326
986,768,37,20210326
987,769,116,20210326
988,770,112,20210326
989,771,102,20210326
990,772,44,20210326
991,773,50,20210325
992,774,117,20210325
993,774,90,20210325
994,775,117,20210324
995,776,99,20210323
996,777,117,20210322
997,777,116,20210322
998,777,34,20210322
999,778,52,20210320
1000,779,108,20210320
1001,780,117,20210320
1002,781,124,20210319
1003,782,22,20210319
1004,783,78,20210319
1005,784,117,20210318
1006,785,14,20210318
1007,786,117,20210318
1008,787,117,20210318
1009,787,116,20210318
1010,788,117,20210318
1011,789,116,20210318
1012,790,124,20210318
1013,791,78,20210317
1014,792,117,20210317
1015,793,116,20210316
1016,793,117,20210316
1017,794,37,20210316
1018,795,117,20210316
1019,796,44,20210315
1020,797,116,20210315
1021,797,44,20210315
1022,797,117,20210315
1023,798,117,20210315
1024,799,124,20210314
1025,800,112,20210312
1026,801,55,20210312
1027,802,112,20210312
1028,803,112,20210312
1029,804,124,20210312
1030,805,112,20210312
1031,806,112,20210312
1032,807,117,20210312
1033,808,112,20210312
1034,809,102,20210311
1035,809,5,20210311
1036,810,45,20210311
1037,811,117,20210311
1038,812,44,20210308
1039,812,34,20210308
1040,812,116,20210308
1041,812,88,20210308
1042,813,44,20210305
1043,814,23,20210305
1044,815,78,20210305
1045,816,34,20210305
1046,817,45,20210304
1047,818,117,20210304
1048,819,117,20210304
1049,820,117,20210303
1050,821,117,20210302
1051,822,44,20210302
1052,823,124,20210301
1053,824,117,20210301
1054,825,124,20210301
1055,826,124,20210301
1056,827,117,20210301
1057,827,116,20210301
1058,828,37,20210301
1059,829,117,20210301
1060,830,117,20210301
1061,831,124,20210301
1062,832,37,20210301
1063,832,117,20210301
1064,833,34,20210226
1065,833,11,20210226
1066,834,117,20210226
1067,835,102,20210226
1068,836,21,20210226
1069,836,5,20210226
1070,837,124,20210226
1071,838,117,20210226
1072,838,110,20210226
1073,839,117,20210226
1074,840,44,20210226
1075,841,14,20210226
1076,841,21,20210226
1077,842,37,20210226
1078,843,45,20210225
1079,844,52,20210224
1080,845,124,20210224
1081,846,117,20210223
1082,847,19,20210223
1083,848,116,20210223
1084,849,44,20210223
1085,850,117,20210221
1086,851,117,20210221
1087,851,19,20210221
1088,851,116,20210221
1089,852,108,20210220
1090,853,116,20210220
1091,854,117,20210220
1092,855,124,20210220
1093,856,117,20210219
1094,856,116,20210219
1095,857,44,20210219
1096,858,118,20210219
1097,859,44,20210218
1098,860,117,20210218
1099,861,117,20210217
1100,862,117,20210216
1101,863,44,20210216
1102,864,117,20210216
1103,865,117,20210215
1104,866,78,20210214
1105,867,116,20210213
1106,868,102,20210212
1107,869,44,20210212
1108,870,117,20210212
1109,871,67,20210212
1110,872,102,20210211
1111,873,45,20210211
1112,874,117,20210211
1113,875,105,20210211
1114,876,86,20210211
1115,877,117,20210211
1116,878,34,20210210
1117,879,117,20210210
1118,880,117,20210208
1119,880,89,20210208
1120,880,17,20210208
1121,881,22,20210207
1122,882,34,20210205
1123,883,10,20210205
1124,884,108,20210205
1125,885,117,20210205
1126,886,100,20210205
1127,887,117,20210205
1128,888,50,20210205
1129,889,22,20210205
1130,890,86,20210203
1131,891,102,20210203
1132,891,11,20210203
1133,891,117,20210203
1134,892,67,20210202
1135,893,117,20210201
1136,894,116,20210201
1137,895,117,20210201
1138,896,117,20210201
1139,896,116,20210201
1140,896,7,20210201
1141,897,117,20210201
1142,898,117,20210131
1143,898,87,20210131
1144,899,117,20210131
1145,900,102,20210129
1146,901,117,20210129
1147,902,116,20210129
1148,903,45,20210128
1149,904,117,20210127
1150,905,44,20210127
1151,906,117,20210127
1152,906,7,20210127
1153,907,78,20210126
1154,908,124,20210126
1155,909,124,20210126
1156,910,102,20210122
1157,910,87,20210122
1158,911,34,20210122
1159,911,117,20210122
1160,912,117,20210122
1161,912,44,20210122
1162,913,117,20210121
1163,914,116,20210121
1164,914,48,20210121
1165,915,117,20210120
1166,916,117,20210120
1167,917,117,20210118
1168,918,102,20210116
1169,918,117,20210116
1170,918,116,20210116
1171,919,110,20210116
1172,919,117,20210116
1173,920,117,20210116
1174,921,14,20210115
1175,922,42,20210115
1176,922,117,20210115
1177,923,117,20210115
1178,924,100,20210115
1179,924,117,20210115
1180,925,117,20210115
1181,926,44,20210115
1182,927,117,20210115
1183,928,100,20210115
1184,929,45,20210114
1185,930,45,20210114
1186,931,117,20210113
1187,932,5,20210112
1188,933,124,20210112
1189,934,117,20210111
1190,935,34,20210111
1191,936,44,20210108
1192,937,44,20210108
1193,938,19,20210108
1194,938,20,20210108
1195,938,117,20210108
1196,939,117,20210108
1197,940,44,20210108
1198,941,44,20210108
1199,941,34,20210108
1200,942,112,20210108
1201,943,45,20210107
1202,944,34,20210107
1203,944,19,20210107
1204,945,19,20210107
1205,945,117,20210107
1206,945,42,20210107
1207,946,124,20210106
1208,947,34,20210106
1209,948,44,20210104
1210,949,117,20210103
1211,950,79,20210102
1212,951,117,20210101
1213,952,117,20210101
1214,952,19,20210101
1215,953,117,20210101
1216,954,117,20210101
1217,955,117,20210101
1218,956,117,20210101
1219,957,117,20210101
1220,958,117,20210101
1221,959,116,20210101
1222,960,117,20210101
1223,961,117,20210101
1224,962,117,20210101
1225,963,117,20210101
1226,964,37,20210101
1227,964,116,20210101
1228,964,34,20210101
1229,964,117,20210101
1230,965,100,20210101
1231,966,117,20210101
1232,967,117,20201231
1233,968,124,20201231
1234,969,44,20201231
1235,970,45,20201231
1236,971,45,20201231
1237,972,108,20201230
1238,973,117,20201228
1239,974,117,20201228
1240,974,19,20201228
1241,975,117,20201227
1242,976,3,20201226
1243,976,34,20201226
1244,977,19,20201226
1245,978,44,20201225
1246,979,85,20201225
1247,980,117,20201225
1248,981,45,20201224
1249,982,45,20201224
1250,983,85,20201224
1251,984,117,20201223
1252,985,117,20201223
1253,986,108,20201223
1254,987,117,20201222
1255,988,117,20201222
1256,989,75,20201222
1257,990,116,20201222
1258,991,117,20201221
1259,992,117,20201221
1260,992,116,20201221
1261,993,31,20201220
1262,994,116,20201220
1263,995,117,20201219
1264,996,117,20201218
1265,997,117,20201218
1266,998,124,20201218
1267,999,64,20201218
1268,1000,64,20201218
1269,1001,64,20201218
1270,1002,23,20201217
1271,1003,19,20201217
1272,1004,45,20201217
1273,1005,85,20201217
1274,1006,85,20201217
1275,1007,124,20201217
1276,1008,19,20201216
1277,1008,116,20201216
1278,1008,117,20201216
1279,1008,85,20201216
1280,1009,117,20201216
1281,1010,117,20201216
1282,1011,117,20201216
1283,1012,44,20201216
1284,1013,19,20201215
1285,1014,117,20201215
1286,1014,41,20201215
1287,1014,34,20201215
1288,1014,116,20201215
1289,1014,11,20201215
1290,1014,43,20201215
1291,1014,48,20201215
1292,1014,67,20201215
1293,1015,117,20201214
1294,1016,117,20201213
1295,1017,124,20201211
1296,1018,117,20201211
1297,1019,117,20201211
1298,1020,117,20201211
1299,1021,44,20201211
1300,1022,19,20201210
1301,1022,117,20201210
1302,1023,85,20201210
1303,1024,85,20201210
1304,1025,85,20201210
1305,1026,85,20201209
1306,1027,50,20201209
1307,1028,95,20201208
1308,1029,117,20201208
1309,1030,14,20201208
1310,1031,117,20201208
1311,1032,124,20201208
1312,1033,117,20201208
1313,1034,117,20201207
1314,1035,19,20201205
1315,1036,117,20201204
1316,1037,37,20201204
1317,1038,112,20201204
1318,1039,117,20201204
1319,1040,117,20201204
1320,1041,85,20201203
1321,1042,11,20201203
1322,1042,34,20201203
1323,1043,124,20201203
1324,1044,14,20201203
1325,1045,85,20201203
1326,1046,43,20201202
1327,1047,86,20201202
1328,1048,37,20201202
1329,1049,34,20201201
1330,1049,94,20201201
1331,1049,117,20201201
1332,1050,117,20201201
1333,1051,117,20201201
1334,1051,50,20201201
1335,1052,117,20201201
1336,1053,116,20201201
1337,1054,117,20201201
1338,1055,117,20201201
1339,1056,117,20201201
1340,1056,41,20201201
1341,1057,7,20201201
1342,1057,117,20201201
1343,1058,116,20201201
1344,1058,65,20201201
1345,1058,34,20201201
1346,1058,117,20201201
1347,1059,22,20201201
1348,1059,19,20201201
1349,1059,117,20201201
1350,1060,85,20201201
1351,1061,85,20201130
1352,1062,117,20201130
